102061,0,0.88,22.8,320.7,436.5,5.6,97.3,22,0,27.1,0.125,4.2,140
102161,0,0.93,23.7,343,433.4,5.9,97.4,22,2,26.5,0.068,3.7,290
102261,0,0.66,20.7,237.5,427.8,4.3,97.4,34,0,23.9,0.124,3.5,290
102361,0,0.54,18.7,187.8,383.7,3.7,97.3,32,3,22.3,0.095,2.2,110
102461,0,0.59,17.2,213.8,421.7,4,97.3,27,0,21.8,0.122,2.5,110
102561,0,0.65,18.5,235.6,414.2,4,97.8,22,0,23,0.147,3.7,90
102661,0,0.94,23.1,431.3,345,6.2,97.5,23,4,26.3,0.067,4.7,125
102761,0,0.74,21.6,281.2,398.5,4.8,97.2,29,0,24.1,0.185,2.7,90
102861,0,0.68,17.2,501,283.7,4.7,96.5,39,5,19.5,0.079,6.3,250
102961,0,0.6,12.7,489.4,336,3.8,96.8,38,3,14.3,0.139,6.2,140
103061,0.13,0.19,9.4,258.9,148.9,1.4,97.1,63,10,11.3,0.057,3.3,90
103161,0,0.37,12.1,252.8,394,2.9,97.6,53,1,13.4,0.094,0,0
110161,0,0.43,12.6,292.3,360.1,2.9,97.2,44,2,14.4,0.185,5.9,270
110261,0,0.4,12.5,274.2,372.6,3,97.2,45,0,15.6,0.169,3.3,290
